station,rule,cut_MWh,avail_MWh,n_farms,r_s
Ardnagappary,band2,6128.319440052029,61576.194908,3,0.09952416594120914
Binbane,band2,14865.314170856853,179861.095917,11,0.08264885797046799
Cathaleen's Fall,band2,4839.556931451247,47951.9999,1,0.10092502797680492
Corderry,band2,3646.027218959326,124241.353929,6,0.029346325548278516
Cunghill,band2,9438.67470379448,93788.511168,2,0.10063785623899414
Garvagh,band2,2030.8972395537544,221738.8404,3,0.009158960315162515
Glenree,band2,22360.315503838512,222097.855231,4,0.10067776422506174
Lenalea,band2,8319.761246946331,83960.75898500001,1,0.09909106763116203
Meentycat,band2,23635.82655938606,235276.69322880002,3,0.10045970229784247
Moy,band2,1158.6917648374294,17036.26302,1,0.06801325874560427
Mulreavy,band2,25364.894129443674,251656.106415,4,0.10079188814760982
Sligo,band2,3678.359440968495,36555.9504765,2,0.10062272743621122
Sorne Hill,band2,13717.064712492156,138320.80836,5,0.09916848285611159
Tawnaghmore,band2,4524.467878630861,82629.5052,2,0.05475608098680544
Trillick,band2,8783.331365485465,87198.5667396,3,0.10072793273902102
Ardnagappary,band3,5280.7860942914085,61576.194908,3,0.08576018869274638
Binbane,band3,10694.633659435203,179861.095917,11,0.05946051648862646
Cathaleen's Fall,band3,5270.822280370228,47951.9999,1,0.10991871645316358
Corderry,band3,1567.9761200459845,124241.353929,6,0.012620404321591934
Cunghill,band3,10307.859527543458,93788.511168,2,0.10990535406921387
Garvagh,band3,522.1432535841002,221738.8404,3,0.002354766772669116
Glenree,band3,24414.57399935142,222097.855231,4,0.10992710386130591
Lenalea,band3,8554.616475626051,83960.75898500001,1,0.10188826993755946
Meentycat,band3,25800.8977067581,235276.69322880002,3,0.10966193613435159
Moy,band3,673.6347319950127,17036.26302,1,0.03954122633609191
Mulreavy,band3,27597.275756843323,251656.106415,4,0.10966265094848651
Sligo,band3,4014.970717537296,36555.9504765,2,0.10983083917126762
Sorne Hill,band3,14767.3687159798,138320.80836,5,0.10676172942501591
Tawnaghmore,band3,2381.9019767064283,82629.5052,2,0.02882628875655458
Trillick,band3,9358.412483413196,87198.5667396,3,0.10732300808750798
Ardnagappary,band5,2949.321775401632,61576.194908,3,0.04789710991087004
Binbane,band5,4011.752656463969,179861.095917,11,0.022304727078474276
Cathaleen's Fall,band5,6166.364676981195,47951.9999,1,0.12859452556391074
Corderry,band5,342.6994638882908,124241.353929,6,0.002758336520416001
Cunghill,band5,12066.41075385045,93788.511168,2,0.12865553150999828
Garvagh,band5,208.76935127167818,221738.8404,3,0.0009415100705635249
Glenree,band5,28577.56460430305,222097.855231,4,0.12867105166135007
Lenalea,band5,6072.0812697573765,83960.75898500001,1,0.07232046664611719
Meentycat,band5,29688.757125166863,235276.69322880002,3,0.12618656237358528
Moy,band5,155.03869066728635,17036.26302,1,0.009100510510155669
Mulreavy,band5,32231.99262738629,251656.106415,4,0.12807951726882913
Sligo,band5,4709.012953898486,36555.9504765,2,0.1288165918959124
Sorne Hill,band5,12403.18466944861,138320.80836,5,0.08966969479507032
Tawnaghmore,band5,501.33353720157606,82629.5052,2,0.006067246027773334
Trillick,band5,9419.019084761423,87198.5667396,3,0.10801804934350953
Ardnagappary,band10,627.4185631260543,61576.194908,3,0.01018930390329364
Binbane,band10,505.83796191500375,179861.095917,11,0.0028123811841357367
Cathaleen's Fall,band10,8370.570397214726,47951.9999,1,0.17456144508406052
Corderry,band10,0.0,124241.353929,6,0.0
Cunghill,band10,16490.270856918778,93788.511168,2,0.17582399647415606
Garvagh,band10,0.0,221738.8404,3,0.0
Glenree,band10,38998.85535380545,222097.855231,4,0.17559312003820765
Lenalea,band10,1348.9562096968373,83960.75898500001,1,0.01606650804500034
Meentycat,band10,23752.619759979083,235276.69322880002,3,0.10095611016124033
Moy,band10,0.0,17036.26302,1,0.0
Mulreavy,band10,41876.61302233687,251656.106415,4,0.16640412036447533
Sligo,band10,6433.18029506329,36555.9504765,2,0.17598175430286955
Sorne Hill,band10,3277.623596630714,138320.80836,5,0.023695810019416765
Tawnaghmore,band10,0.0,82629.5052,2,0.0
Trillick,band10,4169.518439722919,87198.5667396,3,0.047816364369546345
Ardnagappary,bandinf,0.0,61576.194908,3,0.0
Binbane,bandinf,0.0,179861.095917,11,0.0
Cathaleen's Fall,bandinf,9058.734883704587,47951.9999,1,0.18891255636044046
Corderry,bandinf,0.0,124241.353929,6,0.0
Cunghill,bandinf,31270.05959229041,93788.511168,2,0.33341034208632947
Garvagh,bandinf,0.0,221738.8404,3,0.0
Glenree,bandinf,57757.4169563374,222097.855231,4,0.2600539158573366
Lenalea,bandinf,0.0,83960.75898500001,1,0.0
Meentycat,bandinf,1049.0528824650557,235276.69322880002,3,0.004458804941826011
Moy,bandinf,0.0,17036.26302,1,0.0
Mulreavy,bandinf,20977.754983653576,251656.106415,4,0.08335881565718763
Sligo,bandinf,14220.881139710418,36555.9504765,2,0.38901686194296364
Sorne Hill,bandinf,89.65852000640274,138320.80836,5,0.000648192568200248
Tawnaghmore,bandinf,0.0,82629.5052,2,0.0
Trillick,bandinf,112.91047123457057,87198.5667396,3,0.0012948661366390768
