Area,Subgroup,Node,Year,Generation Scenario,Grandfathering / Pro-rata,Generation Type,Installed (MW),Available Energy (GWh),Generation (GWh),Surplus (GWh),Curtailment (GWh),Constraint (GWh),Total Dispatch Down (GWh)
H2,H2 & K,carlow,2035,66% ECP,Grandfathering,IE wind priority,30.49,86.24783645923,85.4966319427501,0,0.751204516479901,0,0.751204516479898
H2,H2 & K,carlow,2030,100% ECP Maintenance Sensitivity,Grandfathering,IE wind priority,30.49,86.24783645923,82.92728531899,0,3.32055114023999,0,3.32055114023999
G,"J City, G South",garballagh,2030,100% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,215,275.476705,169.668859386177,86.9332599651899,6.06927704992,12.8053085987122,105.807845613822
H2,H2 & K,carlow,2035,66% ECP,Grandfathering,IE wind not priority,13.999986,39.60211554486,30.6212051296384,6.42685517903999,0.130161284549998,2.42389395163151,8.98091041522151
G,"J City, G South",garballagh,2035,66% ECP,Grandfathering,IE Solar not priority,190.999952,244.72575549819,205.116372440619,37.48727084618,1.76443665699,0.3576755544005,39.6093830575705
G,"J City, G South",garballagh,2035,66% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,190.999952,244.72575549819,205.420764965753,37.48727084618,1.76443665699,0.0532830292663839,39.3049905324363
G,"J City, G South",garballagh,2035,66% ECP + 4.7 GW Offshore,Grandfathering,IE Solar not priority,190.999952,244.72575549819,188.815316566493,53.76782489296,2.09087028143997,0.0517437572961987,55.9104389316961
G,"J City, G South",garballagh,2035,100% ECP,Grandfathering,IE Solar not priority,215,275.476705,212.031437887784,60.5714707181999,2.49649713136,0.377299262656021,63.445267112216
G,"J City, G South",gorman,2030,33% ECP,Grandfathering,IE Solar not priority,65.333268,83.71066695595,70.3017603374144,11.37515249556,1.5502411924299,0.483512930545655,13.4089066185355
G,"J City, G South",gorman,2030,33% ECP + 1.3 GW Offshore,Grandfathering,IE Solar not priority,65.333268,83.71066695595,68.1176557172498,13.87496791633,1.56191395310999,0.156129369260114,15.5930112387001
G,"J City, G South",gorman,2030,33% ECP + 2.6 GW Offshore,Grandfathering,IE Solar not priority,65.333268,83.71066695595,65.6496162021179,16.2220305009,1.54908388321,0.289936369722029,18.061050753832
H2,H2 & K,carlow,2030,100% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,93.29,109.2248649,72.0584955856327,34.6630654348601,2.3974966071799,0.105807272327273,37.1663693143672
G,"J City, G South",gorman,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Grandfathering,IE Solar not priority,65.333268,83.71066695595,62.8340025369752,18.87011592238,1.75307616544999,0.253472331144783,20.8766644189747
H1,H1,ballydine,2030,33% ECP + 1.3 GW Offshore,Grandfathering,IE Solar not priority,5.9333274,6.94679905317,5.20120029890709,1.16788404397,0.13135697582,0.446357734472901,1.7455987542629
H2,H2 & K,carlow,2030,33% ECP + 2.6 GW Offshore,Grandfathering,IE wind priority,30.49,86.24783645923,82.7109624478999,0,3.53687401133009,0,3.53687401133009
H1,H1,barrymore,2030,33% ECP Maintenance Sensitivity,Grandfathering,IE wind not priority,35.1999648,110.64037129746,73.658610304313,20.41787797695,2.06560398427009,14.4982790319268,36.9817609931469
H2,H2 & K,banoge,2035,66% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,8,9.36647999999999,7.6932126104514,1.48702564427998,0.06874501349,0.11749673177861,1.67326738954859
H1,H1,barrymore,2030,33% ECP Maintenance Sensitivity,Grandfathering,IE wind priority,32.4,101.83953451103,98.35993244062,0,3.47960207040999,0,3.47960207040999
H1,H1,barrymore,2030,33% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,7.48332585,8.76155273847,6.91478961600606,1.21401602882999,0.16286479648,0.469882297153932,1.84676312246393
H2,H2 & K,banoge,2035,66% ECP,Grandfathering,IE Solar not priority,8,9.36647999999999,7.44769686098966,1.48702564427998,0.06874501349,0.363012481240347,1.91878313901032
H1,H1,barrymore,2030,100% ECP,Grandfathering,IE wind not priority,105.6,331.9214458139,172.094073087554,98.93733860881,6.11462247208999,54.7754116454459,159.827372726345
H1,H1,barrymore,2030,100% ECP,Grandfathering,IE wind priority,32.4,101.83953451103,97.7090530179199,0,4.13048149311009,0,4.13048149311009
H1,H1,barrymore,2030,100% ECP,Grandfathering,IE Solar not priority,22.45,26.2846845,14.9853703695833,8.34157807924,0.57695142923,2.3807846219467,11.2993141304167
H1,H1,barrymore,2030,100% ECP Maintenance Sensitivity,Grandfathering,IE wind not priority,105.6,331.9214458139,177.194786078746,98.93733860881,6.11462247208999,49.6746986542531,154.726659735153
H2,H2 & K,banoge,2030,100% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,8,9.36647999999999,6.17931144481564,2.97249998359999,0.20559516416,0.0090734074243561,3.18716855518434
H1,H1,barrymore,2030,100% ECP Maintenance Sensitivity,Grandfathering,IE wind priority,32.4,101.83953451103,97.7090530179199,0,4.13048149311009,0,4.13048149311009
H1,H1,barrymore,2030,100% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,22.45,26.2846845,15.1436454099254,8.34157807924,0.57695142923,2.22250958160459,11.1410390900745
H2,H2 & K,banoge,2030,100% ECP,Grandfathering,IE Solar not priority,8,9.36647999999999,6.06961742987654,2.97249998359999,0.20559516416,0.118767422363459,3.29686257012344
H1,H1,barrymore,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Grandfathering,IE Solar not priority,7.48332585,8.76155273847,6.04659701441881,1.99429762935,0.186246243559999,0.534411851141186,2.71495572405118
H2,H2 & K,banoge,2030,33% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,8,9.36647999999999,7.85115850719708,1.29783580535999,0.174109533319999,0.043376154122919,1.5153214928029
H1,H1,barrymore,2035,66% ECP,Grandfathering,IE wind not priority,70.3999296,221.28074259497,110.581452135899,40.17843940261,0.764323450340015,69.7565276061204,110.69929045907
H2,H2 & K,banoge,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Grandfathering,IE Solar not priority,8,9.36647999999999,6.70469454269145,2.13199068906998,0.199105314520009,0.330689453718549,2.66178545730854
H1,H1,barrymore,2035,66% ECP,Grandfathering,IE wind priority,32.4,101.83953451103,100.85404457242,0,0.985489938610001,0,0.985489938609994
H1,H1,barrymore,2035,66% ECP,Grandfathering,IE Solar not priority,14.9666517,17.5231054769,12.0559899054106,2.78197436088,0.12861033411,2.55653087649932,5.46711557148932
H2,H2 & K,banoge,2030,33% ECP + 2.6 GW Offshore,Grandfathering,IE Solar not priority,8,9.36647999999999,7.02820326404795,1.83315536722999,0.177094188299999,0.328027180422045,2.33827673595203
H1,H1,barrymore,2035,66% ECP Maintenance Sensitivity,Grandfathering,IE wind not priority,70.3999296,221.28074259497,119.867440809363,40.17843940261,0.764323450340015,60.4705389326566,101.413301785606
H1,H1,barrymore,2035,66% ECP Maintenance Sensitivity,Grandfathering,IE wind priority,32.4,101.83953451103,100.85404457242,0,0.985489938610001,0,0.985489938609994
H2,H2 & K,banoge,2030,33% ECP + 1.3 GW Offshore,Grandfathering,IE Solar not priority,8,9.36647999999999,7.36582790323743,1.57467669004998,0.17711070630001,0.248864700412565,2.00065209676255
H1,H1,barrymore,2035,66% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,14.9666517,17.5231054769,12.6389101472824,2.78197436088,0.12861033411,1.97361063462755,4.88419532961754
H1,H1,barrymore,2035,66% ECP + 4.7 GW Offshore,Grandfathering,IE wind not priority,70.3999296,221.28074259497,102.968609290079,72.2806542272,1.42238225935,44.6090968183408,118.31213330489
H2,H2 & K,banoge,2030,33% ECP,Grandfathering,IE Solar not priority,8,9.36647999999999,7.55483677698606,1.29783580535999,0.174109533319999,0.339697884333938,1.81164322301392
H1,H1,barrymore,2035,66% ECP + 4.7 GW Offshore,Grandfathering,IE wind priority,32.4,101.83953451103,99.92026312859,0,1.91927138244,0,1.91927138243999
H1,H1,ballydine,2030,33% ECP + 2.6 GW Offshore,Grandfathering,IE Solar not priority,5.9333274,6.94679905317,5.04144988257487,1.35958887115,0.131344724839999,0.414415574605126,1.90534917059512
H2,H2 & K,banoge,2035,66% ECP + 4.7 GW Offshore,Grandfathering,IE Solar not priority,8,9.36647999999999,6.86157169579899,2.10156937101999,0.0806169184999898,0.322722014681013,2.50490830420099
H1,H1,barrymore,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Grandfathering,IE wind not priority,35.1999648,110.64037129746,42.8890762568448,38.3118229938,2.05074548979999,27.3887265570151,67.7512950406151
H1,H1,ballydine,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Grandfathering,IE Solar not priority,5.9333274,6.94679905317,4.7941838242779,1.58122484647,0.1476696274,0.423720755022096,2.15261522889209
H1,H1,ballydine,2030,33% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,5.9333274,6.94679905317,5.4825503413616,0.96256059306,0.12913110809,0.372557010658397,1.46424871180839
H2,H2 & K,carlow,2030,33% ECP + 2.6 GW Offshore,Grandfathering,IE wind not priority,6.999993,19.80105777225,12.3956415985198,5.9936458418,0.377603374059999,1.03416695787016,7.40541617373016
H1,H1,ballydine,2030,100% ECP,Grandfathering,IE Solar not priority,17.8,20.840418,11.8814963286976,6.61381246368,0.457449240109999,1.8876599675123,8.9589216713023
H1,H1,ballydine,2030,100% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,17.8,20.840418,12.0069883428664,6.61381246368,0.457449240109999,1.7621679533435,8.8334296571335
H2,H2 & K,carlow,2030,33% ECP + 1.3 GW Offshore,Grandfathering,IE Solar not priority,31.09663557,36.40825189167,28.6315582469702,6.12089339662999,0.688443386199999,0.967356861869741,7.77669364469973
H1,H1,ballydine,2035,66% ECP,Grandfathering,IE Solar not priority,11.8666548,13.8935981064,9.55886950184011,2.20575249991,0.10197166805,2.02700443659988,4.33472860455988
H2,H2 & K,carlow,2030,33% ECP + 1.3 GW Offshore,Grandfathering,IE wind priority,30.49,86.24783645923,83.12878935133,0,3.1190471079,0,3.11904710789999
H1,H1,ballydine,2035,66% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,11.8666548,13.8935981064,10.0210512526335,2.20575249991,0.10197166805,1.56482268580644,3.87254685376644
H1,H1,ballydine,2035,66% ECP + 4.7 GW Offshore,Grandfathering,IE Solar not priority,11.8666548,13.8935981064,9.1944813401086,3.11732478314,0.119581642729999,1.4622103404214,4.6991167662914
H2,H2 & K,carlow,2030,33% ECP + 1.3 GW Offshore,Grandfathering,IE wind not priority,6.999993,19.80105777225,14.367411134819,4.53875616853,0.365757846439999,0.529132622460926,5.43364663743092
H1,H1,ballydine,2035,100% ECP,Grandfathering,IE Solar not priority,17.8,20.840418,12.7193060436956,4.69318575491,0.188085865459997,3.23984033593439,8.12111195630438
H1,H1,barrymore,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Grandfathering,IE wind priority,32.4,101.83953451103,97.5012855506299,0,4.33824896040009,0,4.33824896040008
H2,H2 & K,carlow,2030,33% ECP,Grandfathering,IE Solar not priority,31.09663557,36.40825189167,29.3662507556324,5.04479088352999,0.676777588379998,1.32043266412755,7.04200113603754
H1,H1,barrymore,2030,33% ECP,Grandfathering,IE wind not priority,35.1999648,110.64037129746,67.5638333104796,20.41787797695,2.06560398427009,20.5930560257602,43.0765379869803
H2,H2 & K,carlow,2030,33% ECP,Grandfathering,IE wind priority,30.49,86.24783645923,83.51134987007,0,2.73648658915999,0,2.73648658915998
H1,H1,barrymore,2030,33% ECP,Grandfathering,IE wind priority,32.4,101.83953451103,98.35993244062,0,3.47960207040999,0,3.47960207040999
H1,H1,barrymore,2030,33% ECP,Grandfathering,IE Solar not priority,7.48332585,8.76155273847,6.80247548247888,1.21401602882999,0.16286479648,0.582196430681111,1.95907725599111
H2,H2 & K,carlow,2030,33% ECP,Grandfathering,IE wind not priority,6.999993,19.80105777225,15.2307956437381,3.23461833868,0.3546673337,0.980976456131832,4.57026212851183
H1,H1,barrymore,2030,33% ECP + 1.3 GW Offshore,Grandfathering,IE wind not priority,35.1999648,110.64037129746,60.0980815295709,27.96151665724,2.07995602305999,20.500817087589,50.542289767889
H1,H1,barrymore,2030,33% ECP + 1.3 GW Offshore,Grandfathering,IE wind priority,32.4,101.83953451103,97.9324080932199,0,3.90712641781008,0,3.90712641781008
H2,H2 & K,carlow,2030,Initial,Grandfathering,IE wind priority,30.49,86.24783645923,83.82499697926,0,2.42283947996999,0,2.42283947996999
H1,H1,barrymore,2030,33% ECP + 1.3 GW Offshore,Grandfathering,IE Solar not priority,7.48332585,8.76155273847,6.55994082654139,1.47297734757999,0.165672140809999,0.562962423538611,2.20161191192861
H1,H1,barrymore,2030,33% ECP + 2.6 GW Offshore,Grandfathering,IE wind not priority,35.1999648,110.64037129746,50.1797399885267,35.90979216553,2.06238381289,22.4884553305133,60.4606313089333
H1,H1,barrymore,2030,33% ECP + 2.6 GW Offshore,Grandfathering,IE wind priority,32.4,101.83953451103,97.53576858061,0,4.30376593041999,0,4.30376593041999
H1,H1,barrymore,2030,33% ECP + 2.6 GW Offshore,Grandfathering,IE Solar not priority,7.48332585,8.76155273847,6.35845785760906,1.71476236833999,0.16565668949,0.522675823030937,2.40309488086093
H2,H2 & K,banoge,2035,100% ECP,Grandfathering,IE Solar not priority,8,9.36647999999999,6.85926802155257,2.10929696845998,0.0845329732600097,0.313382036727425,2.50721197844741
H1,H1,barrymore,2030,Initial,Grandfathering,IE wind priority,32.4,101.83953451103,98.7541910543399,0,3.08534345669009,0,3.08534345669008
G,"J City, G South",drybridge,2035,66% ECP + 4.7 GW Offshore,Grandfathering,IE Solar not priority,16.63999934,21.32061483433,16.4496729457074,4.68427641652,0.182157533339999,0.0045079387625037,4.8709418886225
H2,H2 & K,ballyragget,2030,33% ECP + 2.6 GW Offshore,Grandfathering,IE Solar not priority,39.99,46.8206919,35.1322310665553,9.16348539209,0.885249573219994,1.6397258681347,11.6884608334446
H1,H1,doon,2035,66% ECP,Grandfathering,IE Solar not priority,19.32665534,22.62784133859,15.5680753687487,3.59240401361,0.166076397749996,3.30128555848121,7.05976596984121
H1,H1,nenagh,2035,66% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,30.666636,35.90480409512,25.8970987425873,5.70025926946999,0.263522288290001,4.04392379477269,10.0077053525326
H2,H2 & K,arklow,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Grandfathering,IE Solar not priority,80.96330937,94.7926522435301,67.8542823105471,21.5766277160001,2.01502814862999,3.34671406835283,26.9383699329829
H1,H1,nenagh,2035,66% ECP + 4.7 GW Offshore,Grandfathering,IE Solar not priority,30.666636,35.90480409512,23.7610191934665,8.05600786636999,0.309031211730001,3.77874582355345,12.1437849016534
H1,H1,nenagh,2035,100% ECP,Grandfathering,IE Solar not priority,46,53.85726,32.8701167420858,12.12845756897,0.486064596079998,8.37262109286416,20.9871432579141
H2,H2 & K,arklow,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Grandfathering,IE wind priority,53.2,150.48818955827,144.23083559634,0,6.25735396192999,0,6.25735396192999
H1,H1,springmount,2030,33% ECP,Grandfathering,IE Solar not priority,21.666645,25.36752463282,19.6953633123021,3.51496845798,0.471546181259999,1.68564668127786,5.67216132051786
H2,H2 & K,arklow,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Grandfathering,IE wind not priority,13.32998667,37.70687144371,22.2498514374318,12.22553076429,0.7255728945,2.50591634748811,15.4570200062781
H1,H1,springmount,2030,33% ECP + 1.3 GW Offshore,Grandfathering,IE Solar not priority,21.666645,25.36752463282,18.9931471592279,4.26474510447,0.479674349949998,1.62995801917202,6.37437747359201
H1,H1,springmount,2030,33% ECP + 2.6 GW Offshore,Grandfathering,IE Solar not priority,21.666645,25.36752463282,18.4097888971783,4.96479082168,0.479629613409997,1.51331530055163,6.95773573564163
H2,H2 & K,arklow,2030,33% ECP + 2.6 GW Offshore,Grandfathering,IE Solar not priority,80.96330937,94.7926522435301,71.1283243986337,18.55229064042,1.7922664431901,3.31977076128628,23.6643278448963
H1,H1,springmount,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Grandfathering,IE Solar not priority,21.666645,25.36752463282,17.5068510440574,5.77413567542,0.539243021379999,1.54729489196253,7.86067358876253
H1,H1,springmount,2030,33% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,21.666645,25.36752463282,20.0205489995781,3.51496845798,0.471546181259999,1.36046099400183,5.34697563324183
H2,H2 & K,arklow,2030,33% ECP + 2.6 GW Offshore,Grandfathering,IE wind priority,53.2,150.48818955827,144.31693021405,0,6.17125934422,0,6.17125934422
H1,H1,springmount,2030,100% ECP,Grandfathering,IE Solar not priority,65,76.10265,43.3874865934166,24.15156236744,1.67046070833999,6.89314033080336,32.7151634065833
H1,H1,springmount,2030,100% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,65,76.10265,43.8457439485274,24.15156236744,1.67046070833999,6.43488297569258,32.2569060514725
H2,H2 & K,arklow,2030,33% ECP + 2.6 GW Offshore,Grandfathering,IE wind not priority,13.32998667,37.70687144371,23.6048432156475,11.41361415315,0.719064710840001,1.96934936407248,14.1020282280624
H1,H1,springmount,2035,66% ECP,Grandfathering,IE Solar not priority,43.33329,50.7350492649,34.9059841358445,8.05471418508999,0.372368450769997,7.40198249319544,15.8290651290554
H2,H2 & K,arklow,2030,33% ECP + 1.3 GW Offshore,Grandfathering,IE Solar not priority,80.96330937,94.7926522435301,74.545225411352,15.93637950242,1.79243361340999,2.51861371634794,20.247426832178
H1,H1,springmount,2035,66% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,43.33329,50.7350492649,36.5937264842461,8.05471418508999,0.372368450769997,5.71424014479387,14.1413227806538
H1,H1,springmount,2035,66% ECP + 4.7 GW Offshore,Grandfathering,IE Solar not priority,43.33329,50.7350492649,33.5753532082663,11.38348937627,0.436674538379996,5.33953214198365,17.1596960566336
H2,H2 & K,arklow,2030,33% ECP + 1.3 GW Offshore,Grandfathering,IE wind priority,53.2,150.48818955827,145.04596895664,0,5.44222060162999,0,5.44222060162998
